Stand	Klinikname	Bundesland	ICU low care	ICU high care	ECMO	COVID-19 cases
2020-04-09 09:05:09	Ortenau Klinikum Offenburg-Kehl, Offenburg	BW	1.0	1.0		1.0
2020-04-09 09:05:09	Herz- Zentrum Bodensee, Hauptstandort Herz-Zentrum	BW	0.0	0.5	1.0	0.0
2020-04-09 09:05:09	Kreiskrankenhaus Emmendingen	BW	1.0	1.0		7.0
2020-04-09 09:05:09	Kliniken des Landkreises Lörrach GmbH, Krankenhaus Lörrach	BW	1.0			7.0
2020-04-09 09:05:09	Helios-Klinik Titisee-Neustadt	BW	1.0	0.0		2.0
2020-04-09 09:05:09	Deutsches Herzzentrum München	BY	1.0	1.0	1.0	3.0
2020-04-09 09:05:09	Barmherzige Brüder Krankenhaus München	BY	1.0	0.5	1.0	15.0
2020-04-09 09:05:09	Frauenklinik München West GmbH & Co.KG	BY	0.0	0.0		0.0
2020-04-09 09:05:09	Klinikum der Universität München, Klinikum der Universität München - Standort Großhadern	BY	1.0	1.0	1.0	27.0
2020-04-09 09:05:09	Chirurgische Klinik München-Bogenhausen	BY	0.0	0.0		0.0
2020-04-09 09:05:09	Krankenhaus Weilheim	BY	1.0	1.0		2.0
2020-04-09 09:05:09	Kreiskliniken des Landkreises Mühldorf a. Inn GmbH, Klinik Mühldorf a. Inn	BY	0.5	0.5		13.0
2020-04-09 09:05:09	Wertachklinik Schwabmünchen	BY	1.0	1.0		1.0
2020-04-09 09:05:09	Asklepios Klinik Lindau, Lindau (Bodensee)	BY	1.0	1.0		1.0
2020-04-09 09:05:09	Klinik Neuendettelsau	BY	1.0	1.0		1.0
2020-04-09 09:05:09	Klinikum Altmühlfranken Gunzenhausen	BY	0.5	0.5		4.0
2020-04-09 09:05:09	Klinikum Altmühlfranken Weißenburg	BY	0.5	0.5		3.0
2020-04-09 09:05:09	Arberlandklinik Zwiesel	BY	0.0	1.0		0.0
2020-04-09 09:05:09	Arberlandklinik Viechtach	BY	0.0	0.5		5.0
2020-04-09 09:05:09	Klinikum Bayreuth GmbH, Klinikum Bayreuth	BY	0.0	0.5	1.0	18.0
2020-04-09 09:05:09	Geomed-Kreisklinik GmbH, Hauptstandort	BY	1.0	0.5		1.0
2020-04-09 09:05:09	Helios St. Elisabeth-Krankenhaus Bad Kissingen, Bad Kissingen	BY	0.0	0.0		2.0
2020-04-09 09:05:09	Hufeland Klinikum GmbH, Bad Langensalza	TH	1.0	1.0		0.0
2020-04-09 09:05:09	Helios Klinik Leisnig GmbH	SN		1.0		2.0
2020-04-09 09:05:09	Waldkliniken Eisenberg GmbH, Hauptstandort	TH	0.5	1.0		1.0
2020-04-09 09:05:09	Gemeinschaftskrankenhaus Havelhöhe gGmbH, Gemeinschaftskrankenhaus Havelhöhe	BE				2.0
2020-04-09 09:05:09	ASKLEPIOS Fachklinikum Teupitz, Hauptstandort	BB	0.5	1.0		0.0
2020-04-09 09:05:09	Evangelisches Amalie Sieveking -Krankenhaus gGmbH, Hamburg Volksdorf	HH	1.0	0.0		3.0
2020-04-09 09:05:09	Medizinische Klinik Borstel	SH	1.0	0.5	0.0	3.0
2020-04-09 09:05:09	AGAPLESION DIAKONIEKLINIKUM, Hauptstandort	NI	1.0	0.5		2.0
2020-04-09 09:05:09	Lukas-Krankenhaus Bünde gGmbH	NW	1.0	1.0		0.0
2020-04-09 09:05:09	Katholische Hospitalvereinigung Ostwestfalen gGmbH Bielefeld, Sankt Vinzenz Hospital	NW				
2020-04-09 09:05:09	Florence-Nightingale-Krankenhaus, Kaiserswerther Diakonie        Florence-Nightingale-Krankenhaus, Kreuzbergstrasse 79, 40489 Düsseldorf	NW	0.5	1.0		3.0
2020-04-09 09:05:09	Sana Kliniken Düsseldorf, Sana Krankenhaus Gerresheim	NW	0.5	1.0	0.0	2.0
2020-04-09 09:05:09	Rhein-Kreis Neuss Kliniken GmbH, Kreiskrankenhaus Grevenbroich	NW				5.0
2020-04-09 09:05:09	St. Josef Krankenhaus Haan, Standort St. Josef Krankenhaus Haan	NW	1.0	1.0		2.0
2020-04-09 09:05:09	Klinikum Dortmund gGmbH, Klinikum Dortmund gGmbH - Klinikzentrum Mitte	NW	1.0	1.0	1.0	12.0
2020-04-09 09:05:09	Evangelisches Krankenhaus Castrop-Rauxel, Krankenhaus Grutholzallee	NW				0.0
2020-04-09 09:05:09	Johanniter Krankenhaus Rheinhausen	NW	0.5	1.0	0.0	0.0
2020-04-09 09:05:09	St. Bernhard-Hospital Kamp-Lintfort GmbH, Hauptstandort	NW	0.0	1.0		2.0
2020-04-09 09:05:09	Maria-Josef-Hospital Greven GmbH, Maria-Josef-Hospital Greven	NW	1.0	1.0		5.0
2020-04-09 09:05:09	Klinikum Oberberg, Kreiskrankenhaus Waldbröl	NW	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Luisenhospital Aachen	NW	0.5	1.0		8.0
2020-04-09 09:05:09	Städtisches Krankenhaus Heinsberg GmbH, Hauptstandort	NW	0.5	0.5		5.0
2020-04-09 09:05:09	Universitätsklinikum Bonn	NW	1.0	1.0	1.0	3.0
2020-04-09 09:05:09	Paracelsus-Klinik Bad Ems, Paracelsus Klinik Bad Ems	RP		1.0		0.0
2020-04-09 09:05:09	Krankenhaus Sachsenhausen in Frankfurt am Main, Hauptstandort	HE				1.0
2020-04-09 09:05:09	Universitätsklinikum Mannheim Gmbh, Hauptstandort	BW	1.0	1.0	1.0	14.0
2020-04-09 09:05:09	Krankenhaus Salem, Hauptstandort	BW	1.0	0.5	0.0	3.0
2020-04-09 09:05:09	Landkreis Schwäbisch Hall Klinikum gGmbH, Crailsheim	BW	1.0	0.5		7.0
2020-04-09 09:05:09	Klinikum Konstanz GmbH	BW	1.0	1.0		6.0
2020-04-09 09:05:09	Zentrum für Psychiatrie Reichenau, Satellit Waldshut	BW	1.0	0.5		1.0
2020-04-09 09:05:09	München Klinik Harlaching	BY	1.0	1.0	0.5	14.0
2020-04-09 09:05:09	München Klinik Neuperlach	BY	1.0	1.0		12.0
2020-04-09 09:05:09	München Klinik Bogenhausen	BY	1.0	1.0	1.0	4.0
2020-04-09 09:05:09	RoMed Klinikum Rosenheim Prien, RoMed Klinik Prien	BY	0.0	1.0		0.0
2020-04-09 09:05:09	Asklepios Stadtklinik Bad Tölz, Hauptstandort	BY	1.0	1.0		3.0
2020-04-09 09:05:09	Krankenhaus Agatharied GmbH, Krankenhaus Agatharied GmbH Hauptstandort	BY	1.0	1.0	0.0	7.0
2020-04-09 09:05:09	DONAUISAR Klinikum Deggendorf-Dingolfing-Landau gKU, DONAUISAR Klinikum Dingolfing	BY	0.0	1.0		1.0
2020-04-09 09:05:09	Kliniken Ostallgäu-Kaufbeuren, AöR des Landkreises Ostallgäu und der Stadt Kaufbeuren - Klinik St. Josef Buchloe, Klinik Buchloe	BY	0.5	0.5		8.0
2020-04-09 09:05:09	Krankenhaus Schongau	BY		1.0		2.0
2020-04-09 09:05:09	Dr. Becker Kiliani Klinik - Akut, Dr. Becker Kiliani Klinik	BY	0.0			0.0
2020-04-09 09:05:09	Caritas-Krankenhaus St. Josef, Hauptstandort	BY	0.5	1.0	1.0	2.0
2020-04-09 09:05:09	DONAUISAR Klinikum Deggendorf-Dingolfing-Landau gKU, DONAUISAR Klinikum Deggendorf	BY	1.0	1.0		7.0
2020-04-09 09:05:09	Kliniken HochFranken, Klinik Münchberg	BY	0.0	1.0	0.0	3.0
2020-04-09 09:05:09	Klinikum Würzburg Mitte, Juliusspital	BY	0.0	1.0		5.0
2020-04-09 09:05:09	Klinikum Main-Spessart, Klinikum Main-Spessart -Gesundheitszentrum Lohr a. Main-	BY	1.0	1.0		2.0
2020-04-09 09:05:09	Klinikum saarbrücken gGmbH, Hauptstandort	SL		1.0	1.0	16.0
2020-04-09 09:05:09	Universitätsklinikum Hamburg-Eppendorf (UKE), Hauptstandort	HH	1.0	1.0	1.0	44.0
2020-04-09 09:05:09	KEM I Evang. Kliniken Essen-Mitte gGmbH, Evang. Krankenhaus Essen-Werden	NW	1.0	1.0		0.0
2020-04-09 09:05:09	Asklepios Klinikum Harburg, Hauptstandort	HH	1.0	1.0	1.0	8.0
2020-04-09 09:05:09	Krankenhaus St. Joseph-Stift GmbH, Hauptstandort	HB				1.0
2020-04-09 09:05:09	Kreisklinik Bad Reichenhall	BY	1.0	1.0		6.0
2020-04-09 09:05:09	Klinikum Fichtelgebirge gGmbH, Klinikum Fichtelgebirge - Haus Marktredwitz	BY	1.0	1.0		1.0
2020-04-09 09:05:09	Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Friedrichstadt	SN	0.5	0.5	0.0	4.0
2020-04-09 09:05:09	Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Neustadt/Trachau	SN	1.0	0.5		0.0
2020-04-09 09:05:09	Herzzentrum Dresden	SN		1.0	1.0	0.0
2020-04-09 09:05:09	Universitätsklinikum Carl Gustav Carus an der TU Dresden, Universitätsklinikum Carl Gustav Carus an der TU Dresden, Fetscherstr. 74, 01307 Dresden	SN	1.0	1.0	1.0	7.0
2020-04-09 09:05:09	ASKLEPIOS-ASB Klinik Radeberg, Asklepios-ASB Klinik Radeberg	SN		0.5	0.0	1.0
2020-04-09 09:05:09	Sächsisches Krankenhaus Arnsdorf, Arnsdorf	SN		0.5		0.0
2020-04-09 09:05:09	Helios Weißeritztal-Kliniken, Freital	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Helios Klinikum Pirna, Hauptstandort	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Asklepios Orthopädische Klinik Hohwald	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Sächsische Schweiz Klinik Sebnitz, Hauptstandort	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Sächsisches Krankenhaus Arnsdorf, Kamenz PSY	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Sächsisches Krankenhaus Großschweidnitz, SKH Großschweidnitz	SN			0.0	0.0
2020-04-09 09:05:09	Malteser Krankenhaus St. Carolus	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Städt. Klinikum Görlitz gGmbH	SN			0.0	0.0
2020-04-09 09:05:09	Krankenhaus Spremberg	BB	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Elbe-Elster-Klinikum GmbH, Elbe-Elster Klinikum Finsterwalde	BB	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Klinikum St.Georg Leipzig, Hauptstandort Leipzig Eutritzsch	SN		0.5	0.0	5.0
2020-04-09 09:05:09	Ev. Diakonissenkrankenhaus Leipzig, Hauptstandort	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	St. Elisabeth-Krankenhaus Leipzig gGmbH, Biedermannstraße 84, 04277 Leipzig	SN	1.0	0.5	0.0	0.0
2020-04-09 09:05:09	Helios Klinik Schkeuditz	SN	0.5	1.0	0.0	2.0
2020-04-09 09:05:09	Klinikum Altenburger Land GmbH, Klinikum Altenburger Land	TH	1.0	1.0	0.0	2.0
2020-04-09 09:05:09	Muldentalkliniken GmbH - Gemeinnützige Gesellschaft, Krankenhaus Grimma	SN	1.0	0.5	0.0	0.0
2020-04-09 09:05:09	COLLM KLINIK OSCHATZ GmbH, COLLM KLINIK OSCHATZ gmbH	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Kreiskrankenhaus Delitzsch GmbH, Kreiskrankenhaus Delitzsch GmbH Klinik Eilenburg	SN	1.0	1.0	0.0	1.0
2020-04-09 09:05:09	Krankenhaus St. Elisabeth und St. Barbara  Halle (Saale) GmbH, St. Elisabeth - Mauerstraße	ST	1.0	1.0	0.0	5.0
2020-04-09 09:05:09	Diakoniekrankenhaus Halle gGmbH	ST	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Krankenhaus Martha-Maria Halle-Dölau	ST	1.0	1.0	0.0	3.0
2020-04-09 09:05:09	HELIOS Kliniken Mansfeld-Südharz GmbH, HELIOS Klinik Hettstedt	ST	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Helios Klinik Köthen GmbH, Hauptstandort	ST	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	AMEOS Klinikum Bernburg GmbH, AMEOS Klinikum Bernburg	ST	1.0	1.0	0.0	3.0
2020-04-09 09:05:09	AMEOS Klinikum Aschersleben-Staßfurt GmbH, AMEOS Klinikum Aschersleben	ST	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Carl-von-Basedow Klinikum Saalekreis gGmbH, Standort Naumburg-Außenstelle der Kinder- und Jugendpsychiatrie im Klinikum Burgenlandkreis	ST	1.0	0.5	0.0	0.0
2020-04-09 09:05:09	Gesundheitszentrum Bitterfeld/Wolfen gGmbH	ST	0.5	0.5	0.0	0.0
2020-04-09 09:05:09	Diakonissenkrankenhaus Dessau gemeinnützige GmbH, Hauptstandort	ST	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Städtisches Klinikum Dessau, Hauptstandort	ST	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Evangelisches Krankenhaus Paul Gerhardt Stift, Paul Gerhardt Stift - Hauptgebäude (Haus 1)	ST	1.0	1.0	0.0	1.0
2020-04-09 09:05:09	"Thüringen Kliniken ""Georgius Agricola"" GmbH, Standort  Saalfeld"	TH	1.0	1.0	0.0	1.0
2020-04-09 09:05:09	SRH Wald-Klinikum Gera, Hauptstandort	TH		0.5	0.0	0.0
2020-04-09 09:05:09	Waldkliniken Eisenberg GmbH, Hauptstandort	TH	0.5	1.0	0.0	1.0
2020-04-09 09:05:09	Kreiskrankenhaus Greiz GmbH	TH	1.0	1.0	0.0	5.0
2020-04-09 09:05:09	Paracelsus-Klinik Zwickau	SN	0.5	0.5	0.0	1.0
2020-04-09 09:05:09	Helios Klinikum Aue GmbH	SN	1.0	1.0	0.0	3.0
2020-04-09 09:05:09	Kliniken Erlabrunn gGmbH, Hauptstandort	SN	0.5	0.5	0.0	1.0
2020-04-09 09:05:09	Rudolf Virchow Klinikum Glauchau gGmbH, Hauptstandort	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Sächsisches Krankenhaus Rodewisch, Tagesklinik für Psychiatrie und Psychotherapie Werdau	SN	1.0	1.0	0.0	5.0
2020-04-09 09:05:09	Helios Vogtland-Klinikum Plauen	SN	1.0	1.0	0.0	1.0
2020-04-09 09:05:09	Paracelsus-Klinik Adorf/Schöneck, Standort Adorf	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Zeisigwaldkliniken Bethanien Chemnitz	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	DIAKOMED- Diakoniekrankenhaus Chemnitzer Land gGmbH	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	DRK Krankenhaus Lichtenstein GmbH, DRK Krankenhaus Lichtenstein Gemeinnützige GmbH	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Klinikum Mittleres Erzgebirge gGmbH, Haus Zschopau, Klinikum Mittleres Ertgebirge, Haus Zschopau	SN	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Alexianer St. Hedwig Kliniken Berlin GmbH, Alexianer St. Hedwig-Krankenhaus	BE	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Vivantes ? Netzwerk für Gesundheit GmbH, Klinikum im Friedrichshain	BE	1.0	1.0		4.0
2020-04-09 09:05:09	Ev. Krankenhaus Königin Elisabeth Herzberge, Evangelisches Krankenhaus Königin Elisabeth Herzberge gGmbH	BE	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Sankt Gertrauden-Krankenhaus GmbH	BE	1.0	0.5	0.0	6.0
2020-04-09 09:05:09	Ev. Elisabeth Klinik Krankenhausbetriebs gGmbH, Hauptstandort	BE	0.5	0.5	0.0	0.0
2020-04-09 09:05:09	St. Joseph Krankenhaus Berlin-Tempelhof, Hauptstandort	BE	1.0	1.0		5.0
2020-04-09 09:05:09	Vivantes ? Netzwerk für Gesundheit GmbH, Auguste-Viktoria-Klinikum	BE	1.0	1.0	0.0	5.0
2020-04-09 09:05:09	Krankenhaus Bethel Berlin gGmbH, Krankenhaus Bethel Berlin	BE	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	St. Marien-Krankenhaus Lankwitz	BE	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	DRK Kliniken Berlin Köpenick	BE	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Park-Klinik Weißensee	BE	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Evangelische Lungenklinik Berlin, Hauptstandort	BE	0.5	0.5	0.0	0.0
2020-04-09 09:05:09	Caritas-Klinik Maria Heimsuchung Berlin Pankow, Caritas-Klinik Maria Heimsuchung Berlin-Pankow	BE	1.0	1.0	0.0	3.0
2020-04-09 09:05:09	Jüdisches Krankenhaus Berlin, Krankenhaus	BE	1.0	1.0	0.0	2.0
2020-04-09 09:05:09	Deutsches Herzzentrum Berlin, Hauptstandort	BE		0.5	0.5	0.0
2020-04-09 09:05:09	DRK Kliniken Berlin Mitte	BE	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Dominikus-Krankenhaus Berlin-Hermsdorf GmbH, Caritas-Klinik Dominikus Berlin-Reinickendorf	BE	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Vivantes ? Netzwerk für Gesundheit GmbH, Humboldt-Klinikum	BE	1.0	1.0	0.0	5.0
2020-04-09 09:05:09	Vivantes ? Netzwerk für Gesundheit GmbH, Klinikum Spandau	BE	1.0	1.0	0.0	6.0
2020-04-09 09:05:09	Evangelisches Waldkrankenhaus Spandau, Stadtrandstraße 555-561	BE	1.0	1.0	0.0	3.0
2020-04-09 09:05:09	DRK Kliniken Berlin Westend	BE	1.0	1.0	0.0	5.0
2020-04-09 09:05:09	Schlosspark-Klinik	BE		1.0	0.0	0.0
2020-04-09 09:05:09	Immanuel Krankenhaus Berlin, Standort Berlin Wannsee	BE	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Evangelisches Krankenhaus Hubertus	BE	1.0		0.0	0.0
2020-04-09 09:05:09	Klinikum Ernst von Bergmann, Potsdam, Klinikum Ernst von Bergmann	BB	1.0	1.0	0.0	13.0
2020-04-09 09:05:09	St. Josefs-Krankenhaus Potsdam, Haupstandort Potsdam	BB	1.0	1.0	0.0	2.0
2020-04-09 09:05:09	Oberlinklinik gGmbH, Oberlinklinik	BB	0.5		0.0	0.0
2020-04-09 09:05:09	FKH für neurologische Frührehabilitation, Fachkrankenhaus für neurologische Frührehabilitation	BB			0.0	0.0
2020-04-09 09:05:09	Havelland Kliniken GmbH, Klinik Nauen	BB	0.5	0.5	0.0	1.0
2020-04-09 09:05:09	Havelland Kliniken GmbH, Klinik Rathenow	BB	1.0		0.0	0.0
2020-04-09 09:05:09	ASKLEPIOS Fachklinikum Brandenburg, Hauptstandort	BB	0.5		0.0	0.0
2020-04-09 09:05:09	Johanniter-Krankenhaus im Fläming Treuenbrietzen GmbH, Hauptstandort Treuenbrietzen	BB	0.5	1.0	0.0	0.0
2020-04-09 09:05:09	KMG Klinikum Thüringen Brandenburg gGmbH, KMG Klinikum Luckenwalde	BB	0.5	1.0	0.0	0.0
2020-04-09 09:05:09	Evangelisches Krankenhaus Ludwigsfelde-Teltow gemeinnützige GmbH, Evangelisches Krankenhaus Ludwigsfelde-Teltow	BB	1.0	1.0	0.0	1.0
2020-04-09 09:05:09	Krankenhaus Märkisch- Oderland GmbH, Strausberg 01	BB	1.0	1.0	0.0	1.0
2020-04-09 09:05:09	ASKLEPIOS Fachklinikum Teupitz, Hauptstandort	BB	0.5	1.0	0.0	0.0
2020-04-09 09:05:09	Klinikum Dahme-Spreewald GmbH, Spreewaldklinik Lübben	BB	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Evangelisches Krankenhaus Luckau gGmbH, Krankenhaus	BB	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Klinikum Barnim GmbH, Werner Forßmann Krankenhaus, Werner Forßmann Krankenhaus	BB	1.0	1.0	0.0	3.0
2020-04-09 09:05:09	Krankenhaus Angermünde	BB	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Asklepios Klinikum Uckermark	BB	0.5	0.5	0.0	2.0
2020-04-09 09:05:09	Oberhavel Kliniken GmbH, Standort Oranienburg	BB		1.0	0.0	1.0
2020-04-09 09:05:09	Asklepios Klinik Birkenwerder	BB	0.5	0.5	0.0	0.0
2020-04-09 09:05:09	Oberhavel Kliniken GmbH, Standort Hennigsdorf	BB	1.0	0.5	0.0	1.0
2020-04-09 09:05:09	Sana Kliniken Sommerfeld	BB				0.0
2020-04-09 09:05:09	Ruppiner Kliniken, Ruppiner Kliniken GmbH, Hauptstandort Neuruppin	BB	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	KMG Klinikum Mitte GmbH, KMG Klinikum Mitte GmbH Klinikum Kyritz	BB	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	KMG Klinikum Mitte GmbH, KMG Klinikum Mitte GmbH Klinikum Wittstock	BB		1.0	0.0	0.0
2020-04-09 09:05:09	KMG Klinikum Mitte GmbH, KMG Klinikum Mitte GmbH Klinikum Pritzwalk	BB	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Dietrich-Bonhoeffer-Klinikum, Standort Neubrandenburg	MV	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Kreiskrankenhaus Demmin GmbH	MV			0.0	0.0
2020-04-09 09:05:09	Klinik Amsee GmbH, Klinik Amsee	MV	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	MediClin Müritz Klinikum, Waren	MV	1.0	1.0	0.0	1.0
2020-04-09 09:05:09	DRK-Krankenhaus Mecklenburg-Strelitz gGmbH, Neustrelitz	MV	0.5	1.0	0.0	0.0
2020-04-09 09:05:09	Krankenhaus Angermünde, Tagesklinik Templin Erwachsene	BB			0.0	0.0
2020-04-09 09:05:09	Kreiskrankenhaus Prenzlau	BB	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Asklepios Klinik Pasewalk, Hauptstandort	MV	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	AMEOS Krankenhausgesellschaft Vorpommern mbH, AMEOS Klinikum Ueckermünde	MV	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	AMEOS Krankenhausgesellschaft Vorpommern mbH, AMEOS Klinikum Anklam	MV	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Kreiskrankenhaus Wolgast gGmbH	MV	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Universitätsmedizin Rostock, Universitätsmedizin Rostock - Zentrum für Nervenheilkunde - Campus Gehlsdorf	MV	0.5	0.5		0.0
2020-04-09 09:05:09	Sana Krankenhaus Bad Doberan GmbH, Krankenhaus Bad Doberan	MV	0.5	1.0	0.0	0.0
2020-04-09 09:05:09	Bodden-Kliniken Ribnitz-Damgarten GmbH, Hauptstandort	MV	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Westmecklenburg Klinikum Helene von Bülow GmbH, Krankenhaus Hagenow	MV		1.0	0.0	0.0
2020-04-09 09:05:09	Westmecklenburg Klinikum Helene von Bülow GmbH, Krankenhaus Ludwigslust	MV	0.5	0.5	0.0	0.0
2020-04-09 09:05:09	Kreiskrankenhaus Prignitz, Hauptstandort	BB	1.0	0.5	0.0	0.0
2020-04-09 09:05:09	Asklepios Klinik Parchim	MV	0.5	1.0	0.0	0.0
2020-04-09 09:05:09	AGAPLESION DIAKONIEKLINIKUM HAMBURG, Hauptstandort	HH	1.0	1.0	0.0	1.0
2020-04-09 09:05:09	Helios Mariahilf Klinikum GmbH, Helios Mariahilf Klinikum Hamburg	HH	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Waldklinik Jesteburg Aldag GmbH & Co. KG	NI	0.5			0.0
2020-04-09 09:05:09	Städtisches Klinikum Lüneburg gGmbH, Städtisches Klinikum Lüneburg	NI	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Krankenhaus Winsen	NI	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Krankenhaus Reinbek St. Adolf-Stift GmbH, Hauptstandort	SH	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Johanniter-Krankenhaus Geesthacht, Hauptstandort	SH	0.5	0.5	0.0	3.0
2020-04-09 09:05:09	Elbe Klinikum Buxtehude	NI			0.0	1.0
2020-04-09 09:05:09	Elbe Klinikum Stade	NI	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Asklepios Klinik Wandsbek, Asklepios klinik Wandsbek	HH	0.5	1.0	0.0	5.0
2020-04-09 09:05:09	Asklepios Klinik Barmbek, Haupstandort	HH	1.0	1.0	0.0	5.0
2020-04-09 09:05:09	Asklepios Westklinikum GmbH, Westklinikum	HH	1.0	0.5	0.0	3.0
2020-04-09 09:05:09	Helios ENDO-Klinik Hamburg GmbH, Helios ENDO-Klinik Hamburg	HH	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	LungenClinic Grosshansdorf GmbH	SH	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Sana Kliniken Ostholstein GmbH, Klinik Eutin	SH	0.5	0.5	0.0	2.0
2020-04-09 09:05:09	Schön Klinik Neustadt	SH	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Sana Kliniken Ostholstein GmbH, Klinik Oldenburg	SH	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Asklepios Klinik Bad Oldesloe	SH	0.5	1.0	0.0	0.0
2020-04-09 09:05:09	Sana HANSE-Klinikum Wismar GmbH, Standort 01 - Sana HANSE-Klinikum Wismar GmbH	MV	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Universitätsklinikum Schleswig-Holstein, Campus Kiel	SH	1.0	1.0	0.0	7.0
2020-04-09 09:05:09	Klinik Preetz, Gesundheits- und Pflegeeinrichtungen des Kreises Plön, Die Klinik in Preetz	SH	1.0	1.0		4.0
2020-04-09 09:05:09	Vamed Ostseeklinik Damp	SH	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Paracelsus Kinik Henstedt-Ulzburg, Paracelsus Klinik Henstedt-Ulzburg	SH	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	imland gGmbH, Standort Rendsburg	SH	1.0	1.0		6.0
2020-04-09 09:05:09	Helios Klinik Schleswig GmbH	SH	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Klinikum Itzehoe, Itzehoe	SH	1.0	1.0	0.0	8.0
2020-04-09 09:05:09	Klinikum Nordfriesland gGmbH - Klinik Husum und Klinik Niebüll, Hauptstandort	SH	1.0	1.0		0.0
2020-04-09 09:05:09	Asklepios Nordseeklinik Westerland GmbH	SH	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	St. Johannes-Hospital, St. Johannes Hospital	NI	0.5	0.5	0.0	0.0
2020-04-09 09:05:09	Krankenhaus Wittmund gGmbH, Krankenhaus Wittmund gGmbH, Dohuser Weg 10, 26409 Wittmund	NI	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Borromäus Hospital Leer gGmbH	NI	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	St. Bernhard-Hospital gemeinnützige GmbH, St. Bernhard-Hospital	NI	1.0	1.0	0.0	1.0
2020-04-09 09:05:09	AGAPLESION DIAKONIEKLINIKUM, Hauptstandort	NI	1.0	0.5	0.0	2.0
2020-04-09 09:05:09	OsteMed Klinik Bremervörde, Hauptstandort	NI	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	Helios Klinik Cuxhaven GmbH	NI	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	AMEOS Klinikum Mitte Bremerhaven	HB	1.0	1.0	0.0	0.0
2020-04-09 09:05:09	AMEOS Klinikum Am Bürgerpark Bremerhaven	HB	0.5	1.0	0.0	2.0
